"fastq_fwd_staging_file_name","fastq_rev_staging_file_name","name"
"yHDO599_Dipodascus_anamola_plate33_S74_R1.fastq","yHDO599_Dipodascus_anamola_plate33_S74_R2.fastq","yHDO599_Dipodascus_anamola_plate33_S74.fastq_reads1"
